一	nhất
魈	tiêu
魉	lượng
魊	vực
魋	đồi
魍	võng
魎	lượng
魏	ngụy
魑	si
魔	ma
魕	kì
魘	yểm
魚	ngư
魨	đồn
魯	lỗ
魴	phường
鮀	đà
鮆	tễ
鮎	niêm
鮑	bảo
鮒	phụ
鮓	trả
鮝	tưởng
鮠	ngôi|nguy
鮪	vị
鮫	giao
鮭	khuê|hài
鮮	tiên|tiển
鮰	nguy
鮿	triếp
鯀	cổn
鯁	ngạnh
鯈	du
鯉	lý
鯊	sa
鯖	chinh|thinh
鯗	tưởng
鯚	quí
鯛	điêu
鯠	lai
鯢	nghê
鯤	côn
鯧	xương
鯨	kình
鯪	lăng
鯫	tưu
鯶	hỗn
鯽	tức
鯿	biên
鰂	tặc
鰈	điệp
鰉	hoàng
鰋	yển
鰌	thu
鰍	thu
鰐	ngạc
鰒	phục
鰓	tai
鰕	hà
鰜	kiêm
鰣	thì
鰥	quan
鰨	tháp
鰩	diêu
鰭	kì
鰱	liên
鰲	ngao
鰳	lặc
鰵	mẫn
鰷	điều
鰻	man
鰾	phiêu
鱅	dong
鱈	tuyết
鱉	miết
鱒	tỗn
鱓	thiện
鱔	thiện
鱖	quyết
鱗	lân
鱘	tầm
鱟	hấu
鱠	quái|khoái
鱣	chiên
鱧	lễ
鱨	thường
鱭	tễ
鱮	tự
鱵	châm
鱷	ngạc
鱸	lư
鱺	li
鱻	tiên
鱼	ngư
鲁	lỗ
鲂	phường
鲈	lư
鲋	phụ
鲍	bảo
鲎	hấu
鲔	vị
鲚	tễ
鲛	giao
鲜	tiên|tiển
鲞	tưởng
鲟	tầm
鲠	ngạnh
鲡	li
鲢	liên
鲤	lý
鲥	thì
鲦	điều
鲧	cổn
鲨	sa
鲫	tức
鲭	chinh|thinh
鲮	lăng
鲰	tưu
鲲	côn
鲳	xương
鲵	nghê
鲷	điêu
鲸	kình
鲽	điệp
鳃	tai
鳄	ngạc
鳅	thu
鳆	phục
鳇	hoàng
鳌	ngao
鳍	kì
鳎	tháp
鳏	quan
鳐	diêu
鳓	lặc
鳔	phiêu
鳕	tuyết
鳖	miết
鳗	man
鳜	quyết
鳝	thiện
鳞	lân
鳟	tỗn
鳢	lễ
鳥	điểu
鳧	phù
鳩	cưu
鳬	phù
鳲	thi
鳳	phượng
鳴	minh
鳶	diên
鳸	hỗ
鴂	quyết|quých
鴆	chậm
鴇	bảo
鴈	nhạn
鴉	nha
鴒	linh
鴕	đà
鴛	uyên
鴝	cù
鴞	hào
鴟	si
鴣	cô
鴦	ương
鴨	áp
鴰	quát
鴻	hồng
鴽	như
鴿	cáp
鵂	hưu
鵑	quyên
鵒	dục
鵓	bột
鵙	quyết
鵜	đề
鵝	nga
鵠	hộc|cốc
鵡	vũ
鵩	phục
鵪	am
鵬	bằng
鵰	điêu
鵲	thước
鵷	uyên
鵻	giai
鵾	côn
鶃	nghịch
鶉	thuần
鶊	canh
鶚	ngạc
鶡	hạt
鶩	vụ
鶬	thương
鶯	oanh
鶴	hạc
鶹	lưu
鶻	cốt|hốt
鶼	kiêm
鷀	từ
鷁	nghịch
鷂	diêu
鷃	yến
鷇	cấu
鷓	chá|gia
鷖	ê
鷗	âu
鷙	chí
鷞	sương|sảng
鷟	trạc
鷥	tư
鷦	tiêu
鷩	tế
鷫	túc
鷯	liêu
鷲	thứu
鷳	nhàn
鷴	nhàn
鷸	duật
鷹	ưng
鷺	lộ
鷽	hạc
鸂	khê
鸇	chiên
鸋	ninh
鸑	nhạc
鸕	lô
鸚	anh
鸛	quán
鸜	cù
鸝	ly
鸞	loan
鸟	điểu
鸠	cưu
鸡	kê
鸢	diên
鸣	minh
鸥	âu
鸦	nha
鸨	bảo
鸩	chậm
鸪	cô
鸬	lô
鸭	áp
鸯	ương
鸱	si
鸲	cù
鸳	uyên
鸵	đà
鸶	tư
鸷	chí
鸹	quát
鸺	hưu
鸽	cáp
鸾	loan
鸿	hồng
鹁	bột
鹂	ly
鹃	quyên
鹄	hộc|cốc
鹅	nga
鹆	dục
鹇	nhàn
鹈	đề
鹉	vũ
鹊	thước
鹌	am
鹏	bằng
鹑	thuần
鹗	ngạc
鹘	cốt|hốt
鹞	diêu
鹣	kiêm
鹤	hạc
鹦	anh
鹧	chá|gia
鹩	liêu
鹪	tiêu
鹫	thứu
鹬	duật
鹭	lộ
鹰	ưng
鹳	quán
鹵	lỗ
鹹	hàm
鹺	ta
鹻	dảm
鹼	dảm|kiềm|thiêm
鹽	diêm
鹾	ta
鹿	lộc
麀	ưu
麂	kỉ
麃	tiêu|bào
麄	thô
麅	bào
麇	quân|quần|khuân
麈	chủ
麋	mi
麌	ngu
麑	nghê
麒	kì
麓	lộc
麕	quân
麗	lệ|ly
麝	xạ
麞	chương
麟	lân
麤	thô
麥	mạch
麦	mạch
麩	phu
麫	miến
麯	khúc
麰	mâu
麴	khúc
麵	miến
麸	phu
麻	ma
麼	ma
麽	ma
麾	huy
黃	hoàng
黄	hoàng
黉	huỳnh
黌	huỳnh
黍	thử
黎	lê
黏	niêm
黐	li
黑	hắc
黔	kiềm
默	mặc
黛	đại
黜	truất
黝	ửu
點	điểm
黟	y
黠	hiệt
黥	kình
黦	uất
黧	lê
黨	đảng
黩	độc
黯	ảm
黰	chẩn
黴	mi|vi
黶	yểm
黷	độc
黹	chỉ
黻	phất
黼	phủ
黽	mãnh|mẫn
黾	mãnh|mẫn
黿	ngoan
鼂	trào
鼃	oa
鼇	ngao
鼈	miết
鼉	đà
鼋	ngoan
鼍	đà
鼎	đỉnh
鼏	mịch
鼐	nãi
鼒	tỉ
鼓	cổ
鼕	đông
鼗	đào
鼙	bề
鼠	thử
鼢	phẫn
鼦	điêu
鼧	đà
鼪	sinh
鼫	thạch
鼬	dứu
鼮	đình
鼯	ngô
鼴	yển
鼷	hề
鼹	yển
鼻	tị
鼾	hãn|han
齆	úng
齇	tra
齊	tề|tư|trai
齋	trai
齌	tễ
齎	tê
齏	tê
齐	tề|tư|trai
齑	tê
齒	xỉ
齔	sấn
齕	hột
齗	ngân
齘	giới
齚	trách
齟	trở
齠	điều
齡	linh
齣	xích|xuất
齦	ngân|khẩn
齧	niết|khiết
齩	giảo
齪	xúc
齬	ngữ
齮	nghĩ
齲	củ|khủ
齷	ác
齿	xỉ
龀	sấn
龃	trở
龄	linh
龆	điều
龈	ngân|khẩn
龉	ngữ
龊	xúc
龋	củ|khủ
龌	ác
龍	long|sủng
龐	bàng|lung
龔	cung
龕	kham|khám
龙	long|sủng
龚	cung
龛	kham|khám
龜	quy|cưu|quân
龝	thu
龟	quy|cưu|quân
龠	dược|thược
龡	xúy
龢	hòa
